approval_id	review_key	source_key	project_kind	work_type	source_name	source_path	target_canonical_id	target_canonical_name	mapping_type	gpt_confidence_class	owner_decision	owner_reason	source_aggregate_sha
RISK-KOSHA-MAP-APPROVE-001	b7f85fbe92d08c80b666a5eaecd48353672a011ec00e953d7ce40e883893a3b9	34cc5e8c3c18c62c58d2f2f3bce3ef4d5a6be3888e5f08af8f65c42ac4fafb86	터널	그라우팅작업	그라우팅 천공 및 시공	터널 > 그라우팅작업 > 그라우팅 천공 및 시공	0ca62c6e-768e-4f68-8198-9abed44589b1	그라우팅천공	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	b9d472e5e46bc3916f97415202c996d455d8ea24619e02e057716b14f6bb6117	a5c56f27cf6bb02bc5ea9e47fd3db255c7158a679d72f34c1b6f71b04fe77177	지하철	터널굴착작업	터널 천공	지하철 > 터널굴착작업 > 터널 천공	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	bd88e13750b4a9a6a617d52684d1b992ba3ad764c4695a592c2d75e9d6595af7	bd53cd0415ea1ff132f95ca99b6f8fa377d6706faf79b7c21df2afb4522e39b8	빌딩	콘크리트작업	콘크리트양생	빌딩 > 콘크리트작업 > 콘크리트양생	3258e587-68ab-40c8-80df-dd4fa0db60b7	콘크리트양생	EXACT_EQUIVALENT	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	c15323e5362bea5f69bb7277ee4cdea0625872ab6e1e1c3937b4a7c9dd37a7cb	3fbab883ebce04d2d75a4203c4e55166ffe6b8f379746511a25889702a843ab2	교량 및 도로	PSC교량작업	PSC 교량 거더 인양 및 상차	교량 및 도로 > PSC교량작업 > PSC 교량 거더 인양 및 상차	2517aed8-23bc-4e23-a7c7-fcd8743847a7	PC부재운반	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	c50d63c9355aeba748598159a60a990bcbe19f36856df27ab08dfbbb05a5bcaa	c24324369b26b27ab179942337a72783dc87fc46c97e2f6e5ce296025a9329f4	빌딩	발파작업	발파 천공	빌딩 > 발파작업 > 발파 천공	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	c719d50ae24860d4c7aec6deb6d5c423e94d3a266e0b293cd04a100ee2c75224	4528b248b07014e58b1a75dc326bb1757a2da6b7f43158d2ec908ac7b8aaa51d	지하철	발파작업	발파 화약고 관리	지하철 > 발파작업 > 발파 화약고 관리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ca3c9b44caa97f179a6f2efd86c1d23c324546c60d64103246bc7a1373e83c34	680726b3338f703a8760b842ea1a5ef3385c97ca41a477444e854583e080bb53	교량 및 도로	발파작업	발파 화약고 관리	교량 및 도로 > 발파작업 > 발파 화약고 관리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ca6eed382399bfb92cbea0ff402705e0f87072eb644633ad49758e7f381da975	af0b41941bc3abfb477dad8f32db3cea62f2ad82b81eeab423b9f8663c4acd77	댐	가설도로작업	가설도로 벌목 및 표토제거	댐 > 가설도로작업 > 가설도로 벌목 및 표토제거	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ceff2e72593ece5888b377cc404f0a75341917e13ea29c421bc1d1236c46aa78	8a6636a7a17ed096b68a48b6870742be0fe8e989dcc62cbb6b04628d88b45ca1	터널	철근작업	철근가공 및 운반	터널 > 철근작업 > 철근가공 및 운반	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	d0c3f065550b4a82ca2636c1697fe96bf820c4d2aeba7fa6637c3bfa9c0dab87	8305162695fd8b6264d3bfb4ba1339e6cf9d4b1166202b1b723f5dfb5f27003b	빌딩	철골작업	철골 인양	빌딩 > 철골작업 > 철골 인양	af9b0594-96e9-4564-bea6-f80a261c55fc	건축철골조립및설치	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	d65262b21b49595a2fa6d00d96776fa28c78f72ba355495773d2941fd73df5ce	c627b12da00d39f633c0d5cb113cb8a8751051d207d3d5bf4e332d9b742c4fef	아파트	발파작업	발파 천공	아파트 > 발파작업 > 발파 천공	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	d8e263e132c0275970ddb409c5ce1d69a6d8a675f974e3d38b9577110474b998	f674b465439adee738eeb791ef13287d851431821d3197e34b66470795450273	지하철	라이닝거푸집작업	라이닝거푸집 해체	지하철 > 라이닝거푸집작업 > 라이닝거푸집 해체	892b579d-42bf-4c3e-8a71-e37d8ce00e1b	현장타설콘크리트라이닝	NARROWER_THAN	MEDIUM	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	db6c6f704df04a325e71915f8c5aead52894d3096eb1d3fa0696c8615bdaf8cb	eead61646f3d44d3b0f018b70f6c9a2dcd90d1836469daf4707f539da44a43a9	댐	발파작업	발파 천공	댐 > 발파작업 > 발파 천공	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	dd67181cdb0cf48c19cd2751b1ab7ff02499b80a72dd5596ff89a7521122e628	356e247dc8ffcb04de5f66a0ea98e29b25e646b0f5ab6d9ce5f80f86ba6ad022	교량 및 도로	철근작업	철근조립	교량 및 도로 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	e0908e0c78202ae6a8afb2a87e8cecf14aeffe76b49d5f4248c6d4ad9df1d182	8734033aadf41b2e9395e5a304eff82fe166c1ee2085d4954286dbb5e3c9fef0	아파트	철근작업	철근조립	아파트 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	e30921f8855b7dbb72e25d7690cc76364d3a9894083a01e44232b9998328183b	641919de6e83ffb96c9ca7a6cf041a5defe192a379ca46b9dbdc92db4576a9f5	빌딩	발파작업	발파 장약	빌딩 > 발파작업 > 발파 장약	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	e86256623aad323c4dc501316d1b6f874051f983094a32a0dc366080a1dfa8bf	89a48e95ddff09d8c03c3038f9c846990b96bf2da2b881d35fe02908173ba561	지하철	발파작업	발파 암처리	지하철 > 발파작업 > 발파 암처리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	ea53062c9ac97c2bcdf6bcf2aacd078ce1369e8a8de63af3d0b64cf312a3e366	019b2c465ec252bcbe6fe426e1af76d0be56255c03e9f24ff6609d2bfefbb6e9	교량 및 도로	케이슨작업	케이슨운반 및 거치	교량 및 도로 > 케이슨작업 > 케이슨운반 및 거치	97cf2571-0f3a-4bb2-8a85-837bbd502bb0	케이슨제작및설치	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f34ddc13a28da5a08134244516427b291eaedb860b115c3e9cdd97e0de23dae6	8081131e21f31e2808387bd56ce85fc373a36fc09c93953ef958eb0a3752fd37	지하철	터널방수작업	터널 방수쉬트설치	지하철 > 터널방수작업 > 터널 방수쉬트설치	30fe37a0-0bd8-4c44-bd9b-76b3625115f5	터널방수	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f449a909c96b3130df58e4dddc3d5ce3dfce6c82354ce73a8898440fdd55825b	feaf8df78868a39eee1145f6f20ba84573fb4a8a635091f87e6f8e3d95840dfc	터널	터널굴착작업	터널 발파	터널 > 터널굴착작업 > 터널 발파	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f52644755e67cd1dbfd589af6c41b4483ae89be5fc7eda4a8d782b97240ba479	b95ce311e9ca694ae6390886be6f640d03463a19c93613107684f97881e6ca5a	빌딩	철근작업	철근조립	빌딩 > 철근작업 > 철근조립	be965f09-464b-4d53-9be4-d72f44d3d1ee	철근가공및조립	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f73f94f23e09391b0d147e2e9e7d13cc70c767b7f3d0b30a76e3be223778e1d5	15dc1da3628724396d21e84348a3638c7daa943e3c8785f9b248206402a7dfcf	교량 및 도로	발파작업	발파 암처리	교량 및 도로 > 발파작업 > 발파 암처리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f7d56f58e49b5750a233b61544f079a11d1d38e1de0b5405d98790ba5bbd59e9	23769941c774a7d4773bce3cd71cfd680c94d371b831ad2087629f6c5caad7de	지하철	터널굴착작업	터널 장약	지하철 > 터널굴착작업 > 터널 장약	473d69ee-4433-487f-bc43-c35c1f2ea28f	발파굴착	NARROWER_THAN	HIGH	APPROVE	OWNER_APPROVED_DIRECT_SEMANTIC_MAPPING	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	f82d63a60f213d46e42cdd7ec2d7480047d3060b53246db105f8b5b2b228c06d	7d591aa9dabaa9c2a8d84c10b22cc35dbae9c311b07c955cb98c479696058519	터널	갱구부작업	갱구부 벌목 및 표토제거	터널 > 갱구부작업 > 갱구부 벌목 및 표토제거	a7106b20-76ca-427f-aa45-2f0b1d417f15	표토제거	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	fcc1597aafa50e16a69b81dce117d14a8f4648d07421ed289d12cacdf491c5f8	87afd5a166ca917afa304f192a68292050ebd4ed90717d059accf459a896b981	빌딩	발파작업	발파 암처리	빌딩 > 발파작업 > 발파 암처리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
RISK-KOSHA-MAP-APPROVE-001	fede6786ccc057da8cab7a6f1138caba2859000af1b87f39ae618d95ed6ac47e	edea1aa11b35d92d4ab96af29234e35d2a6a2a49207a223ba11b34c087e659f6	댐	발파작업	발파 암처리	댐 > 발파작업 > 발파 암처리	bae014b7-2474-48f7-b5c0-0e9f30a0ff56	발파	POSSIBLE_RELATED	MEDIUM	HOLD	OWNER_HELD_POSSIBLE_RELATED_FOR_FUTURE_REVIEW	4952310fafda56d620f10a53a4c4faa765c73338157e1992c6d690428e4f869a
