batch_no	seed_proposal_key	source_id	source_key	source_node_type	name	source_path	root_name	root_source_key	parent_name	parent_source_key	parent_path	grandparent_name	grandparent_path	depth	is_leaf	child_count	descendant_count	descendant_leaf_count	sample_children	sibling_count	sample_siblings	ancestor_chain	same_name_cicw_count	same_name_cicw_paths	same_name_other_source_count	same_name_other_source_refs	reviewed_anchor_relation	reviewed_anchor_batch_no	reviewed_anchor_name	reviewed_anchor_semantic_kind	reviewed_anchor_decision	lexical_cues	current_semantic_kind	current_review_decision	gpt_semantic_kind	gpt_review_decision	merge_candidate_keys	gpt_reason
251	34c9d83d2a7bb3f20d0a1b0b45c4feba353301a0f954392441a77bd07ccd3e6d	CIC_W	73	W_ROOT	폐기물처리및대기환경설비관련공사	폐기물처리및대기환경설비관련공사	폐기물처리및대기환경설비관련공사	73						1	NO	8	27	19	쓰레기소각설비공사 | 쓰레기관로이송및중계처리설비공사 | 폐기물처리설비공사 | 탈취설비공사 | 탈황설비공사 | 탈질설비공사 | 전기집진기설비공사 | 기타환경설비공사	0		폐기물처리및대기환경설비관련공사	1	폐기물처리및대기환경설비관련공사	0		SAME_ROOT	54	Absorber&AuxSystem공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
252	c1abdd5e02130019a25e49ab07b5c1813c5745a950e876e57d259f2eea1ebb99	CIC_W	74	W_ROOT	운송설비공사	운송설비공사	운송설비공사	74						1	NO	4	15	11	운반기계설비공사 | 엘리베이터공사 | 에스컬레이터및이동보행로설비공사 | 덤웨이터설비및기타운송설비공사	0		운송설비공사	1	운송설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
253	28b18a71e7616eeb47097efa97a782c1bfcb38502457e8f4bf7fe08b5be33e40	CIC_W	76	W_ROOT	에너지저장및관련수송설비공사	에너지저장및관련수송설비공사	에너지저장및관련수송설비공사	76						1	NO	6	12	6	석유비축및수송공사 | LNG및원유저장공사 | 지역열공급공사 | 도시가스공급공사 | 연료처리공사 | 기타에너지원공사	0		에너지저장및관련수송설비공사	1	에너지저장및관련수송설비공사	0		CHILD	64	LNG및원유저장공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
254	53af066f3a797d4904997d780d2856e492245f7d79b17128fc62aa896f845472	CIC_W	81	W_ROOT	전기 자동제어 계장 신호 통신공통공사	전기 자동제어 계장 신호 통신공통공사	전기 자동제어 계장 신호 통신공통공사	81						1	NO	3	9	6	배관․전로공사 | 배선․가선공사 | 전기․통신공사관련기타공통공사	0		전기 자동제어 계장 신호 통신공통공사	1	전기 자동제어 계장 신호 통신공통공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
255	beabb0cb7a799ec28dcfa7892aeb3703c5de28a59269dccece65cd98efbcd152	CIC_W	82	W_ROOT	송배전․발 수변전전기공사	송배전․발 수변전전기공사	송배전․발 수변전전기공사	82						1	NO	5	21	16	송전설비공사 | 배전설비공사 | 발전 수변전관련전기설비공사 | 전차선로공사 | 기타전기설비공사	0		송배전․발 수변전전기공사	1	송배전․발 수변전전기공사	0		SAME_ROOT	62	GIS공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
256	a4d83d0132a55ce6f42d404136ca2c10c43e92a37f1be8a2355417e8a0879cba	CIC_W	83	W_ROOT	전력부하설비공사	전력부하설비공사	전력부하설비공사	83						1	NO	4	16	12	배전설비공사 | 조명설비공사 | 동력설비공사 | 예비전원설비공사	0		전력부하설비공사	1	전력부하설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
257	4d8b86b98fef2c0c27b9d3d58f82e190d3ce956b3d8cfcdd5f01c80cb11fe7d5	CIC_W	84	W_ROOT	정보 통신설비공사	정보 통신설비공사	정보 통신설비공사	84						1	NO	6	24	18	통신관련설비공사 | 각종표시및정보전달설비공사 | 방송수신설비공사 | 방송관련설비공사 | 각종통신설비공사 | 기타정보설비공사	0		정보 통신설비공사	1	정보 통신설비공사	0		SAME_ROOT	92	TV공청설비공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
258	a7a149d6f8244e030864f04150559efd8866e5596b1b57b5068270abf2f9ff28	CIC_W	85	W_ROOT	방재전기설비공사	방재전기설비공사	방재전기설비공사	85						1	NO	5	21	16	소방전기설비공사 | 보안전기설비공사 | 피뢰및접지설비공사 | 방범전기설비공사 | 항공장해등설비공사	0		방재전기설비공사	1	방재전기설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
259	1b752e388f8f16b7b4098c157968ae399def37a2aa552f7ea130ee7ef018ae6a	CIC_W	86	W_ROOT	기타전기설비공사	기타전기설비공사	기타전기설비공사	86						1	NO	4	17	13	감시제어및계장설비공사 | 건축물전기설비공사 | 기타전기설비공사 | 안전관련전기설비공사	0		기타전기설비공사	4	송배전․발 수변전전기공사 > 기타전기설비공사 | 기타전기설비공사 | 기타전기설비공사 > 기타전기설비공사 | 기타전기설비공사 > 기타전기설비공사 > 기타전기설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
260	5959665a38aa3d1615f6d3fa9b82c46d1cf8ac4989148b83857791acef91eb10	CIC_W	91	W_ROOT	기계 플랜트 산업설비 전기 통신시험 시운전공사	기계 플랜트 산업설비 전기 통신시험 시운전공사	기계 플랜트 산업설비 전기 통신시험 시운전공사	91						1	NO	4	15	11	기계 프랜트공통시험 시운전공사 | 기계설비시험 시운전공사 | 기계 플랜트 산업․전기설비시험 시운전공사 | 전기 통신시험 시운전공사	0		기계 플랜트 산업설비 전기 통신시험 시운전공사	1	기계 플랜트 산업설비 전기 통신시험 시운전공사	0		SAME_ROOT	89	T&C(TestandCommissioning)공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
261	e0a22dbb0cd5357ac80e563f11732d80d7ab61567cc92c6cd8fa09ad9e7c0da8	CIC_W	92	W_ROOT	기계 플랜트 산업․전기설비 통신시험 시설유지정비공사	기계 플랜트 산업․전기설비 통신시험 시설유지정비공사	기계 플랜트 산업․전기설비 통신시험 시설유지정비공사	92						1	NO	6	6	0	기계 플랜트 산업설비공통시설유지정비공사 | 산업설비공통시설유지정비공사 | 전기 통신설비공통시설유지정비공사 | 전기설비시설유지정비공사 | 기타전기설비시설유지정비공사 | 통신설비시설유지정비공사	0		기계 플랜트 산업․전기설비 통신시험 시설유지정비공사	1	기계 플랜트 산업․전기설비 통신시험 시설유지정비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
262	a5e3f1e50bae0dc0e1cd29c2867e144008fb8b6834eaac72a92488d157ed2ad7	CIC_W	011	W_MID	공사일반사항	공사일반사항및공사비 > 공사일반사항	공사일반사항및공사비	01	공사일반사항및공사비	01	공사일반사항및공사비			2	NO	9	9	9	공사개요 | 공사계획 | 서류및샘플제출 | 검측 기성 | 품질관리 | 공사회의 | 공사관리 | 시운전 | 준공및하자보수	1	공사비	공사일반사항및공사비 > 공사일반사항	1	공사일반사항및공사비 > 공사일반사항	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
263	48e315bc2c984bab456a7510e9e8f8eceef30cd2b82bddbb885355875edb214a	CIC_W	015	W_MID	공사비	공사일반사항및공사비 > 공사비	공사일반사항및공사비	01	공사일반사항및공사비	01	공사일반사항및공사비			2	NO	9	9	9	직접공사비 | 공통공사비 | 간접인건비 | 경비 | 일반관리비 | 이윤 | 공사손해보험료 | 부가가치세 | 공사금액총계	1	공사일반사항	공사일반사항및공사비 > 공사비	1	공사일반사항및공사비 > 공사비	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
264	9665c36c4a72ef05ab8e8e0f0a76f3c7f6c7a785a663d508aefbc307b59a16a6	CIC_W	022	W_MID	발주자용가설건물 시설	가설건물 시설물(간접가설공사) > 발주자용가설건물 시설	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)			2	NO	9	9	9	발주자가설현장사무실 | 발주자가설창고 | 발주자가설작업실 | 발주자가설실험실 | 발주자가설화약고 | 발주자가설숙소 | 발주자가설화장실 샤워실 | 발주자가설식당 | 기타발주자용가설건물 시설	7	가설부지 | 도급자용가설건물 | 가설편의시설및부대시설 | 업무용운송시설 | 가설울타리및현장출입문 | 가설안내시설및표지판 | 가설설비	가설건물 시설물(간접가설공사) > 발주자용가설건물 시설	1	가설건물 시설물(간접가설공사) > 발주자용가설건물 시설	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
265	526cb30286447d65507429367245fc350de5b50e5d3d7bf450b013c519c36ad0	CIC_W	114	W_MID	노선측량	측량 > 노선측량	측량	11	측량	11	측량			2	NO	9	9	9	도로 | 철도및지하철 | 시가지도로 | 수로 | 전기 | 상수도 | 하수도 | 통신 | 가스및송유관	6	기본측량 | 지형측량 | 하해측량 | 지적측량 | 시공측량 | 기타응용측량	측량 > 노선측량	1	측량 > 노선측량	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
266	6f0a20fbd7d6be83a079154d6f79857b3f06d9fc05fd40290f7fe81a41a034d5	CIC_W	271	W_MID	강구조물자재	강구조물공사 > 강구조물자재	강구조물공사	27	강구조물공사	27	강구조물공사			2	NO	9	9	9	철강재 | 데크 | 경량철재 | 주물재 | 가공재 | 스테인레스스틸재 | 알루미늄재 | 접합및고정재 | 기타금속재	8	철골가공 제작 | 철골조립및설치 | 금속바닥판및부속설비설치 | 현수 사장구조 | 프레임구조시스템 | 탱크 | 철골내화피복및도장 | 기타강구조물공사	강구조물공사 > 강구조물자재	1	강구조물공사 > 강구조물자재	0		CHILD	97	가공재	MATERIAL_COMPONENT	REJECT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
267	3591bc7a2165c398aabb67d275880f5db897c0ccf10a657feca79912908b4802	CIC_W	333	W_MID	궤도부설	궤도및철로공사 > 궤도부설	궤도및철로공사	33	궤도및철로공사	33	궤도및철로공사			2	NO	9	9	9	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	5	도상설치공사 | 분기기설치 | 건널목공사 | 철도부속설비 | 철로보선작업	궤도및철로공사 > 궤도부설	1	궤도및철로공사 > 궤도부설	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
268	0ce7afb0fcdaff64f3a3814edb12a8f393879e98eb357354e8025c9fbf51d1b4	CIC_W	361	W_MID	준설	하천및항만공사 > 준설	하천및항만공사	36	하천및항만공사	36	하천및항만공사			2	NO	9	9	9	연질토사(N= | 중질토사(N= | 경질토사(N= | 최경질토사(N= | 자갈석인연질토사(N= | 자갈석인경질토(N= | 연암준설 | 경암준설 | 오니(오염토 오염퇴적물)준설	5	사석공사 | 호안용콘크리트구조물제작및거치 | 호안공사 | 항만부속설비공사 | 하천 항만부속공사	하천및항만공사 > 준설	1	하천및항만공사 > 준설	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
269	65d90aeb853fd211c2550ca5190c2765b886e6cfab6fae9880890437b62c62ac	CIC_W	364	W_MID	호안공사	하천및항만공사 > 호안공사	하천및항만공사	36	하천및항만공사	36	하천및항만공사			2	NO	9	9	9	밑고정공사 | 비탈막이 | 비탈기초 | 비탈복공 | 호안정지석 | 하천바닥정지공사 | 방사돌제공사 | 시버스 | 기타호안공사	5	준설 | 사석공사 | 호안용콘크리트구조물제작및거치 | 항만부속설비공사 | 하천 항만부속공사	하천및항만공사 > 호안공사	1	하천및항만공사 > 호안공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
270	8ef105f9dcb3cb4e4a6be8be4c6fb1731465dd760d217938c04806d0bd463d95	CIC_W	432	W_MID	기와잇기	지붕및홈통공사 > 기와잇기	지붕및홈통공사	43	지붕및홈통공사	43	지붕및홈통공사			2	NO	9	9	9	시멘트기와잇기 | 점토질기와잇기 | 자기질기와잇기 | 슬레이트기와잇기 | 아스팔트슁글잇기 | 금속기와잇기 | 목재기와잇기 | 플라스틱기와잇기 | 부속기와	6	자연형지붕잇기 | 슬레이트잇기 | 금속잇기 | 시트지붕 | 지붕판넬 | 홈통공사및지붕부속공사	지붕및홈통공사 > 기와잇기	1	지붕및홈통공사 > 기와잇기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
271	54c6ec744924bce174995d216f7d2ab3128a19500b145836b6cf081e6a893083	CIC_W	531	W_MID	바닥타일붙이기	타일공사 > 바닥타일붙이기	타일공사	53	타일공사	53	타일공사			2	NO	9	9	9	시멘트계타일바닥붙이기 | 점토질타일바닥붙이기 | 자기질타일바닥붙이기 | 도기질타일바닥붙이기 | 합성수지타일바닥붙이기 | 유리질타일바닥붙이기 | 금속타일바닥붙이기 | 석재타일바닥붙이기 | 특수타일바닥붙이기	5	내벽타일붙이기 | 외벽타일붙이기 | 구조물밑면타일붙이기 | 계단타일붙이기 | 이형타일붙이기	타일공사 > 바닥타일붙이기	1	타일공사 > 바닥타일붙이기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
272	5bf05d2491bfec37c72b6bfc8d61ff9d1366976fd6eee3a32f15b96c64a7342a	CIC_W	532	W_MID	내벽타일붙이기	타일공사 > 내벽타일붙이기	타일공사	53	타일공사	53	타일공사			2	NO	9	9	9	시멘트계타일내벽붙이기 | 점토질타일내벽붙이기 | 자기질타일내벽붙이기 | 도기질타일내벽붙이기 | 합성수지타일내벽붙이기 | 유리질타일내벽붙이기 | 금속타일내벽붙이기 | 석재타일내벽붙이기 | 특수타일내벽붙이기	5	바닥타일붙이기 | 외벽타일붙이기 | 구조물밑면타일붙이기 | 계단타일붙이기 | 이형타일붙이기	타일공사 > 내벽타일붙이기	1	타일공사 > 내벽타일붙이기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
273	536d85657493fc1366bbc6a32a9f0aba65f9bffe19673e46e9465924fde41941	CIC_W	533	W_MID	외벽타일붙이기	타일공사 > 외벽타일붙이기	타일공사	53	타일공사	53	타일공사			2	NO	9	9	9	시멘트계타일외벽붙이기 | 점토질타일외벽붙이기 | 자기질타일외벽붙이기 | 도기질타일외벽붙이기 | 합성수지타일외벽붙이기 | 유리질타일외벽붙이기 | 금속타일외벽붙이기 | 석재타일외벽붙이기 | 특수타일외벽붙이기	5	바닥타일붙이기 | 내벽타일붙이기 | 구조물밑면타일붙이기 | 계단타일붙이기 | 이형타일붙이기	타일공사 > 외벽타일붙이기	1	타일공사 > 외벽타일붙이기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
274	c521d7e2531510e18a6c8c47655352aec264594f047c5b2d0b23fd87bc15c90d	CIC_W	534	W_MID	구조물밑면타일붙이기	타일공사 > 구조물밑면타일붙이기	타일공사	53	타일공사	53	타일공사			2	NO	9	9	9	시멘트계타일밑면붙이기 | 점토질타일밑면붙이기 | 자기질타일밑면붙이기 | 도기질타일밑면붙이기 | 합성수지타일밑면붙이기 | 유리질타일밑면붙이기 | 금속타일밑면붙이기 | 석재타일밑면붙이기 | 특수타일밑면붙이기	5	바닥타일붙이기 | 내벽타일붙이기 | 외벽타일붙이기 | 계단타일붙이기 | 이형타일붙이기	타일공사 > 구조물밑면타일붙이기	1	타일공사 > 구조물밑면타일붙이기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
275	cadbf2c7149bc07b27e9c1cb45256ddfb31db4b762dedf11204e519dbab46691	CIC_W	552	W_MID	방청성페인트	도장공사 > 방청성페인트	도장공사	55	도장공사	55	도장공사			2	NO	9	9	9	광명단 | 산화철방청페인트 - - 대․중․소 분류대․중․소 분류 | 징크로메이트방청페인트 | 연시안아미드방청페인트 | 알루미늄페인트 | 그라파이트페인트 | 역청질페인트 | 이온교환수지페인트 | 기타방청성페인트	8	바탕처리 | 유성페인트 | 바니쉬 에나멜페인트 | 락카 | 수성페인트 | 합성수지페인트 | 특수페인트 | 기타도장공사	도장공사 > 방청성페인트	1	도장공사 > 방청성페인트	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
276	dd37d9dbe16940f0d8d1f23e431c2f499d34a748de4491417b8f6dcab77af774	CIC_W	557	W_MID	합성수지페인트	도장공사 > 합성수지페인트	도장공사	55	도장공사	55	도장공사			2	NO	9	9	9	멜라민계수지페인트 | 프탈산계수지페인트 | 비닐계수지페인트 | 아크릴계수지페인트 | 불포화에스테르계수지페인트 | 에폭시계수지페인트 | 폴리에스테르계수지페인트 | 폴리우레탄계수지페인트 | 기타합성수지페인트	8	바탕처리 | 방청성페인트 | 유성페인트 | 바니쉬 에나멜페인트 | 락카 | 수성페인트 | 특수페인트 | 기타도장공사	도장공사 > 합성수지페인트	1	도장공사 > 합성수지페인트	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
277	38233ebf4da6c93447c4b3e6932217d6c44e51795afdede8f5ac099409145fb3	CIC_W	558	W_MID	특수페인트	도장공사 > 특수페인트	도장공사	55	도장공사	55	도장공사			2	NO	9	9	9	본타일 | 드라이빗드 | 소부페인트 | 내화학페인트 | 내화페인트 | 내산페인트 | 낙서방지용페인트 | 형광페인트 | 기타특수페인트	8	바탕처리 | 방청성페인트 | 유성페인트 | 바니쉬 에나멜페인트 | 락카 | 수성페인트 | 합성수지페인트 | 기타도장공사	도장공사 > 특수페인트	1	도장공사 > 특수페인트	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
278	26dc466aa49c299d893336855e3e0d5a9fbc8902828f10784c43a46097d34f61	CIC_W	596	W_MID	조경시설물설치	조경공사 > 조경시설물설치	조경공사	59	조경공사	59	조경공사			2	NO	9	9	9	수경시설물설치 | 유희시설물설치 | 안내시설물설치 | 휴게시설물설치 | 편의시설물설치 | 관리시설물설치 | 체력단련시설물설치 | 경계시설물설치 | 환경조형시설물설치	7	토양준비및흙쌓기 | 이식및식재공사 | 잔디공사 | 녹화및보호공사 | 파종및살포 | 조경유지관리 | 기타조경공사	조경공사 > 조경시설물설치	1	조경공사 > 조경시설물설치	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
279	23c63a63f535450f7908be84cf5cf45625bcc66c7be1a67d9888281f809efdd9	CIC_W	615	W_MID	설비․시설잡공사	기계 플랜트시설공통공사 > 설비․시설잡공사	기계 플랜트시설공통공사	61	기계 플랜트시설공통공사	61	기계 플랜트시설공통공사			2	NO	9	9	9	천공공사 | 지지금구류공사 | 밸브박스 슬리브 조립식PD공사 | 각종잡철물공사및용접공사 | 강재제작설치 조립공사 | 관갱생공사 | 도장및방청공사 | 터파기및되메우기공사 | 기타설비․시설관련공사	4	배관및관련부속공사 | 보온공사 | 자동제어공사 | 펌프․공기설비공사	기계 플랜트시설공통공사 > 설비․시설잡공사	1	기계 플랜트시설공통공사 > 설비․시설잡공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
280	953e851d81455017e506267d2cf06cfd6a3e0eb69ba427cc778666155e9f7c45	CIC_W	851	W_MID	소방전기설비공사	방재전기설비공사 > 소방전기설비공사	방재전기설비공사	85	방재전기설비공사	85	방재전기설비공사			2	NO	9	9	9	자동화재탐지설비공사 | 자동화재속보설비공사 | 자동화재경보기설비공사 | 누전경보기설비공사 | 비상경보설비및비상방송설비공사 | 유도등및유도표지설비공사 | 무선통신보조설비공사 | 소방전기설비개별기기설치공사 | 기타소방전기설비및보조설비설치공사	4	보안전기설비공사 | 피뢰및접지설비공사 | 방범전기설비공사 | 항공장해등설비공사	방재전기설비공사 > 소방전기설비공사	1	방재전기설비공사 > 소방전기설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
281	0055415d603e0778429b0b22a25f399ce12ddd8833c8dea4eaab6c5435c49af6	CIC_W	028	W_MID	가설설비	가설건물 시설물(간접가설공사) > 가설설비	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)			2	NO	8	8	8	가설전기 조명설비 | 가설냉 난방설비 | 가설소방설비 | 가설통신설비 | 가설급수설비 | 가설배수설비 | 가설환기설비 | 가설구급설비	7	가설부지 | 발주자용가설건물 시설 | 도급자용가설건물 | 가설편의시설및부대시설 | 업무용운송시설 | 가설울타리및현장출입문 | 가설안내시설및표지판	가설건물 시설물(간접가설공사) > 가설설비	1	가설건물 시설물(간접가설공사) > 가설설비	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
282	3cac521404474de20ffd62f1ea54f5a44328bb253c1851e1475197157087ba9a	CIC_W	085	W_MID	건축관리시험(토공 기초 구조체)	건축품질시험 > 건축관리시험(토공 기초 구조체)	건축품질시험	08	건축품질시험	08	건축품질시험			2	NO	8	8	8	토공 | 말뚝기초 | 시멘트및혼화제 | 콘크리트및골재 | 콘크리트보강재 | 철골구조 | 조적구조 | 목구조	5	건축선정시험(토공 기초 구조체) | 건축관리시험(단열 방수 지붕) | 건축관리시험(마감) | 건축기계 전기시험 | 건축공사검사시험	건축품질시험 > 건축관리시험(토공 기초 구조체)	1	건축품질시험 > 건축관리시험(토공 기초 구조체)	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
283	26d606c0880898aed18d5cfd8e9021c02422fa73ea0dbaa5ed9db3dbc31f2484	CIC_W	111	W_MID	기본측량	측량 > 기본측량	측량	11	측량	11	측량			2	NO	8	8	8	거리측정 | 각측정 | 기준점측량 | 삼각측량 | 다각측량 | 수준측량 | 사진측량 | 수심측량	6	지형측량 | 하해측량 | 노선측량 | 지적측량 | 시공측량 | 기타응용측량	측량 > 기본측량	1	측량 > 기본측량	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
284	9ef82c7da6b51e0baf48e29e4a1ae68d9667fa70a2517946480a57266710b644	CIC_W	116	W_MID	시공측량	측량 > 시공측량	측량	11	측량	11	측량			2	NO	8	8	8	벤치마킹설치 | 중심선측량 | 종단측량 | 횡단측량 | 면체적측량 | 공사측량 | 표줄 | 규준틀	6	기본측량 | 지형측량 | 하해측량 | 노선측량 | 지적측량 | 기타응용측량	측량 > 시공측량	1	측량 > 시공측량	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
285	a9df50a5f58a58d10a02e7c4265fe57908650a5d1d8e90e78db50ae55309bb4f	CIC_W	121	W_MID	토공사계측	계측 > 토공사계측	계측	12	계측	12	계측			2	NO	8	8	8	지중수평변위측정 | 지중수직변위계 | 지하수측정 | 인접구조물경사도및균열측정 | 토압측정(PressureCell) | 응력측정(StrainGauge) | 하중측정(LoadCell) | 진동소음측정	8	구조체계측 | 터널공사계측 | 교량공사계측 | 댐 제방계측 | 단열 방음및방수공사계측 | 전기설비계측 | 기계설비계측 | 기타공사계측	계측 > 토공사계측	1	계측 > 토공사계측	0		SAME_ROOT	83	RockBolt축력및인발측정	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
286	654668f26bdc889efbd6753a2769c0432a2ab5af27930a4af55287c6f661e122	CIC_W	315	W_MID	토목배관부속설비	토목배관공사및배수공사 > 토목배관부속설비	토목배관공사및배수공사	31	토목배관공사및배수공사	31	토목배관공사및배수공사			2	NO	8	8	8	맨홀 | 변실 | 측구 | 맹암거 | 표면배수시설 | 수격방지시설 | 여과설비설치 | 토목배관표식	4	토목배관부설 | 토목배관부대공사 | 상수도관갱생 | 하수도관갱생	토목배관공사및배수공사 > 토목배관부속설비	1	토목배관공사및배수공사 > 토목배관부속설비	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
287	089ef8961de7f5991c55ab089ae6d5bb662c7676c6eda73bb4b816eb7fad9d7a	CIC_W	321	W_MID	아스콘포장	포장및도로공사 > 아스콘포장	포장및도로공사	32	포장및도로공사	32	포장및도로공사			2	NO	8	8	8	차단층 | 보조기층 | 기층아스콘 | 중간층 | 표층아스콘 | 교량상판포장 | 미끄럼방지포장 | 특수포장	7	콘크리트포장 | 경하중포장 | 도로배수시설공사 | 암거구조물 | 도로안전시설공사 | 도로표식시설공사 | 포장면및도로보수	포장및도로공사 > 아스콘포장	1	포장및도로공사 > 아스콘포장	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
