batch_no	seed_proposal_key	source_id	source_key	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	approval_state
341	1aebde9a27964fcbbc7d5f024c55503ba8bc20e4fb0f2a41b90d797bf8d7c07b	CIC_W	1311	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
342	1a80ed7fa14ebeacce5c74e2177f7967b8bc327a3a201613cbaf2c198fd9046f	CIC_W	1811	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
343	e47dab730e2e3db46582a55bdac966dc534e1bf663675b06e53eb61e9f3a43f4	CIC_W	2111	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
344	a8eb027bc98f2391d8621ae88f8dadb90b1f7a3a4193f5398842d48bf277e336	CIC_W	2211	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
345	1e4aa1794dfdf3dd77d04d108e23dd6bcd78247a05728542a56b6e83bb393867	CIC_W	2311	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
346	6f655a60c1a6d65e7e34f9b3ed30889dfc9dd35267d0fa67666b687a9424b021	CIC_W	2411	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
347	63fbbf733988f87c365ae87e8b6a72f12f89ed657173124c6a13240694fa9e54	CIC_W	2511	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
348	e34424538f6234fe9adcd42a1dd82f7e433236a8da991353f6d4bff56fbc5c43	CIC_W	2621	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
349	fe997f17239aab58df456b3ba687f2dc282422757e2ebbdb1a8132c13b80d0f7	CIC_W	2711	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
350	0b837aed2088bd4ddb5f739a4750fffdc298e196e54386d594ec38dc8c5396e1	CIC_W	3111	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
351	5931806ea98c1e01b4153d2aa41498041dae4735dddfa4fb0063bd7a44470ce2	CIC_W	3211	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
352	affac27e44636849b3675072efe97fba53c5ea7681a613904df17a1801bca937	CIC_W	3321	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
353	e80a93abcae06f4152031f26950d92f51a84149f974fc7b6b2cc41e8b1010467	CIC_W	3421	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
354	d36d00dc046ca7d1185e5c673947e908714e8551b2545b1c22c1dff38b882cb1	CIC_W	3511	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
355	d57ce35223451452edbf6269a44b856a5e8d6ee2cc63e10e2fe07c0b21d9bf24	CIC_W	3611	AMBIGUOUS	AMBIGUOUS	HOLD	EMPTY	NOT_APPROVED
356	5a2acdd00ab7823605b79ea47c7cc366b4fef7b00a0c016f59df7d9a901422d0	CIC_W	3711	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
357	2dea9eeeac6f069be94b968c3df2f40801fb36c5886d3a3e5e187cbf74e425f7	CIC_W	3822	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
358	90b0432f34f4f1cf8c000876f4d8a528bc880fc4ba6b2bd2096e5bcf9d141512	CIC_W	4111	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
359	2ad6a2af5ac1f215fa00dbe3250cffa1021f4d6c379555e386747bcc7ec8f328	CIC_W	4211	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
360	a33902e8839dca0c3c7cfae48695d094f5c309d410783f24ce5a4992832d9f79	CIC_W	4311	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
361	bbc9451c4bcfc34d97d1e36a2f9ad4d6a8345a30a9eadca2d5a95975730257c6	CIC_W	4411	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
362	14c2225f1a4e72db0cd59d00785accf402c1be04a4c4d82e75a49c1a65e3d7a1	CIC_W	4511	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
363	3fa23330404851de1a7f6ff4d5dc3f79fdbdd54271e412007a5debf979565e0e	CIC_W	4611	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
364	68d5105c440c3bf5faf9178bb9a2207ad7ecdd4c704ee17fe67aaddcda51d80d	CIC_W	4741	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
365	b0c69d967733c5a960371670c5f72d62cb2278a3967a3b937d74078054899714	CIC_W	4811	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
366	e76626596b6dc79cef4f5674bb2f6c62c65107491679065437a04f5949160d74	CIC_W	5111	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
367	dc3bfb980ff62e0ed8a1855d1501187e9c47baf7c95897a0993cf251fedcb9ff	CIC_W	5211	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
368	29ffe3bc3490cd5490765e7be21e36c1535b1f9c26398b14d8a1270666218d2b	CIC_W	5311	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
369	776fa32fb58ec47255d4ebc0566803a1ea28a99ad9ee4b3bf794d809942ecd1c	CIC_W	5411	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
370	44177e2a0819082536c00a8808359ba78ecda756fae11358c5ef6f5165184f9a	CIC_W	5511	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
371	9e66dad48c05c7513397e00b7c115a71ebcdaa7e52417fe634e23ccda7069f4f	CIC_W	5611	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
372	a770e629c8a56fe1324693f81e9a817eda0931d4c6b592baa1db1774e6861f02	CIC_W	5711	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
373	4f0a6299a5d8f30a655722a7c0e78b985c06316addf9814a45737bd22a7f7650	CIC_W	5911	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
374	46387bc10931d4a8fec2b6f327629535c4c5e3b7ade489a9dd0f4ae32cf408a7	CIC_W	6111	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
375	0b6ebc7a89858c411c00a2fff176b1f7fe9edb00c56440b9acc2ebcd3712895d	CIC_W	6211	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
376	cfc316505b91f515b236b535dd0c5eb1db0852793a57837ffcc5d855577f9829	CIC_W	6311	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
377	55c044382715ef16c86caf543f848bb9768f4952fad6bbb83ff57b77c25c37dc	CIC_W	6411	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
378	3f88bc543d98910b0fd213fdb0b1d83e2043e7c1006951f5162e5f2b3f9a7f1d	CIC_W	6511	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
379	053fd83032716618a3bcc3b287ac2b496d47321c911ab583ce733b63e3ad8b0e	CIC_W	6611	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
380	e8d8e750f5afba1f6f3c35e0d41463c9172189a682619323f8694e0d816d8c42	CIC_W	6711	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
381	2010748a2cec6b89c03c764b8ffa0b16bed1294105a3991d1807a6943bded037	CIC_W	7111	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
382	a355ce2ea36e2db32965d406233dcc3a813cbf5520b7e77f8952a49b22f96086	CIC_W	7211	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
383	cec40465db152219d2a21895981260ad1ee82b9ccc743cbab1d59d4a8e72e132	CIC_W	7311	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
384	3a1fee75a8c13b15c88024aad71277a8bcc254ad333ea59940817792228663a1	CIC_W	7411	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
385	6b5d97c2b7827f84057d95ff36996a139a12be7264b58926c9650fd5e4a954a6	CIC_W	7611	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
386	fc1791cf8f9288e0e7688654ab3d0d54d1968493d1ec1895e37714ad36384a49	CIC_W	8111	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
387	92bbd2af3c28162f14b1db75adb1955d9e8665ef31df0bcb5ed0a8e3dacd0c47	CIC_W	8211	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
388	73d311c8d9d65139be81ac55e8cf8a4a6237baf090c49709d93b57caacae7c89	CIC_W	8311	AMBIGUOUS	PROCESS	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
389	d7c8d5c3be8f32af5ec3287fe74208415bfca1be256128d12c69bb3c683d7bdd	CIC_W	8411	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
390	1dfd86267b8c84ce966f7f303af4a6c2eefb9eba3ecffb6d8ff28748200450c4	CIC_W	8511	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
391	e417f643fbb2d6bbe097fd3274c601fe03c9ca9570486aeff33a2de4a77b617f	CIC_W	8611	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
392	f1fac9c02ce38bde2a98f21c1c28cc32a51ca7001843d5ba0c8d395818f8bb24	CIC_W	9112	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
393	d830409679b1f0da0d1aacab97ad529038af6a163a9bb972777601e78947fd7c	CIC_W	0151	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
394	c616a6403c85eb8e02a71d90ab47cd11d3f306765be2d4200e6ac8c9926bda2a	CIC_W	0221	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
395	64b26b4e0469c9ca7b92f8a6a2e1416bb3c033fb16f1310b0363350e5c0aa110	CIC_W	0321	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
396	bcb3457f521aca9f8edf395bf60f7596d1925192879e0c6d36a5fdcf1c72e549	CIC_W	0521	AMBIGUOUS	TASK	MERGE_CANDIDATE	UNRESOLVED	NOT_APPROVED
397	a1e37d5f8284de1008d1d319ce923ec28f2663b174cc45fc79a2881218615b81	CIC_W	0621	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
398	868eb492f652bad56dd2783098cd261eb47e310111a01b4d486acb860ce274e6	CIC_W	0721	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
399	2ae8e864320d75d56d64f6c86d2a1d9de38415bb1b672c7d6bc4aa26b5b33aaf	CIC_W	0861	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
400	5990c9fd74f3f766c27be9d344989eaa7d705929723d0e261b275c7188cabfc7	CIC_W	1121	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
